,student_id,step,state,action,reward,done,info
10,0,10,"[ 32   6   1   7   3   0   4  39  91  52  13  27  17  34   9   1   6   1
   0   0   0   2   0   1   4   8 342   0   0   1   0]",6,0,False,"{'narrative_state': array([ 32,   6,   1,   7,   3,   0,   4,  39,  91,  52,  13,  27,  17,
        34,   9,   1,   6,   1,   0,   0,   0,   2,   0,   1,   4,   8,
       342,   0,   0,   1,   0]), 'narrative_action': 6}"
11,0,11,"[ 32   6   1   7   3   0   5  39  92  52  13  28  17  36  10   1   6   1
   0   0   0   2   0   1   4   8 348   0   0   1   0]",6,0,False,"{'narrative_state': array([ 32,   6,   1,   7,   3,   0,   5,  39,  92,  52,  13,  28,  17,
        36,  10,   1,   6,   1,   0,   0,   0,   2,   0,   1,   4,   8,
       348,   0,   0,   1,   0]), 'narrative_action': 6}"
12,0,12,"[ 44   6   1   8   4   0   6  48 101  60  14  36  20  42  11   1   6   1
   0   0   0   2   0   1   4   8 408   0   0   1   0]",6,0,False,"{'narrative_state': array([ 44,   6,   1,   8,   4,   0,   6,  48, 101,  60,  14,  36,  20,
        42,  11,   1,   6,   1,   0,   0,   0,   2,   0,   1,   4,   8,
       408,   0,   0,   1,   0]), 'narrative_action': 6}"
13,0,13,"[ 49   7   2   8   6   0   6  50 112  63  15  37  23  47  12   1   7   1
   0   0   0   2   0   1   4   8 445   0   0   1   0]",6,0,False,"{'narrative_state': array([ 49,   7,   2,   8,   6,   0,   6,  50, 112,  63,  15,  37,  23,
        47,  12,   1,   7,   1,   0,   0,   0,   2,   0,   1,   4,   8,
       445,   0,   0,   1,   0]), 'narrative_action': 6}"
14,0,14,"[ 49   7   2   8   6   0   6  50 115  65  15  37  23  47  12   1   7   2
   0   0   0   2   0   1   4   8 451   0   1   0   0]",2,0,False,"{'narrative_state': array([ 49,   7,   2,   8,   6,   0,   6,  50, 115,  65,  15,  37,  23,
        47,  12,   1,   7,   2,   0,   0,   0,   2,   0,   1,   4,   8,
       451,   0,   1,   0,   0]), 'narrative_action': 2}"
15,0,15,"[ 62   7   2   9   6   0   7  54 130  71  17  43  27  54  13   1   8   2
   0   0   1   0   0   1   4   8 512   0   0   1   0]",5,0,False,"{'narrative_state': array([ 62,   7,   2,   9,   6,   0,   7,  54, 130,  71,  17,  43,  27,
        54,  13,   1,   8,   2,   0,   0,   1,   0,   0,   1,   4,   8,
       512,   0,   0,   1,   0]), 'narrative_action': 5}"
16,0,16,"[ 62   8   2   9   6   0   8  54 130  71  17  44  27  56  14   1   9   2
   0   0   0   1   0   1   4   8 519   0   0   1   0]",5,0,False,"{'narrative_state': array([ 62,   8,   2,   9,   6,   0,   8,  54, 130,  71,  17,  44,  27,
        56,  14,   1,   9,   2,   0,   0,   0,   1,   0,   1,   4,   8,
       519,   0,   0,   1,   0]), 'narrative_action': 5}"
17,0,17,"[ 64   9   2   9   6   0   9  58 134  72  19  44  28  60  15   1   9   2
   0   0   0   1   0   1   4   8 540   0   0   1   0]",5,0,False,"{'narrative_state': array([ 64,   9,   2,   9,   6,   0,   9,  58, 134,  72,  19,  44,  28,
        60,  15,   1,   9,   2,   0,   0,   0,   1,   0,   1,   4,   8,
       540,   0,   0,   1,   0]), 'narrative_action': 5}"
18,0,18,"[ 71  11   2   9   6   0   9  64 147  79  21  50  31  63  15   2  11   2
   0   0   0   1   0   1   4   8 592   1   0   0   0]",1,0,False,"{'narrative_state': array([ 71,  11,   2,   9,   6,   0,   9,  64, 147,  79,  21,  50,  31,
        63,  15,   2,  11,   2,   0,   0,   0,   1,   0,   1,   4,   8,
       592,   1,   0,   0,   0]), 'narrative_action': 1}"
19,0,19,"[ 71  11   2   9   6   0   9  64 148  79  21  50  31  63  16   2  11   2
   0   2   0   0   0   1   4   8 594   0   0   1   0]",6,0,False,"{'narrative_state': array([ 71,  11,   2,   9,   6,   0,   9,  64, 148,  79,  21,  50,  31,
        63,  16,   2,  11,   2,   0,   2,   0,   0,   0,   1,   4,   8,
       594,   0,   0,   1,   0]), 'narrative_action': 6}"
20,0,20,"[ 72  11   2  10   6   0   9  67 158  84  21  54  33  63  16   2  11   3
   0   0   0   2   0   1   4   8 621   0   1   0   0]",3,0,False,"{'narrative_state': array([ 72,  11,   2,  10,   6,   0,   9,  67, 158,  84,  21,  54,  33,
        63,  16,   2,  11,   3,   0,   0,   0,   2,   0,   1,   4,   8,
       621,   0,   1,   0,   0]), 'narrative_action': 3}"
21,0,21,"[ 73  11   2  11   6   0   9  70 160  87  21  56  34  64  17   2  11   3
   0   0   2   0   0   1   4   8 636   0   0   1   0]",6,0,False,"{'narrative_state': array([ 73,  11,   2,  11,   6,   0,   9,  70, 160,  87,  21,  56,  34,
        64,  17,   2,  11,   3,   0,   0,   2,   0,   0,   1,   4,   8,
       636,   0,   0,   1,   0]), 'narrative_action': 6}"
22,0,22,"[ 80  12   2  12   6   0   9  74 175  92  23  58  34  71  18   2  12   3
   0   0   0   2   0   1   4   8 682   0   0   1   0]",5,0,False,"{'narrative_state': array([ 80,  12,   2,  12,   6,   0,   9,  74, 175,  92,  23,  58,  34,
        71,  18,   2,  12,   3,   0,   0,   0,   2,   0,   1,   4,   8,
       682,   0,   0,   1,   0]), 'narrative_action': 5}"
23,0,23,"[ 80  12   2  12   6   0   9  76 176  93  23  58  34  72  19   2  13   3
   0   0   0   1   0   1   4   8 689   0   0   1   0]",5,0,False,"{'narrative_state': array([ 80,  12,   2,  12,   6,   0,   9,  76, 176,  93,  23,  58,  34,
        72,  19,   2,  13,   3,   0,   0,   0,   1,   0,   1,   4,   8,
       689,   0,   0,   1,   0]), 'narrative_action': 5}"
24,0,24,"[ 80  12   2  12   6   0   9  78 177  93  23  59  35  72  20   2  13   3
   0   0   0   1   0   1   4   8 695   0   0   1   0]",6,0,False,"{'narrative_state': array([ 80,  12,   2,  12,   6,   0,   9,  78, 177,  93,  23,  59,  35,
        72,  20,   2,  13,   3,   0,   0,   0,   1,   0,   1,   4,   8,
       695,   0,   0,   1,   0]), 'narrative_action': 6}"
25,0,25,"[ 81  13   2  13   6   0   9  84 183  96  23  60  36  73  21   2  15   3
   0   0   0   2   0   1   4   8 719   0   0   1   0]",5,0,False,"{'narrative_state': array([ 81,  13,   2,  13,   6,   0,   9,  84, 183,  96,  23,  60,  36,
        73,  21,   2,  15,   3,   0,   0,   0,   2,   0,   1,   4,   8,
       719,   0,   0,   1,   0]), 'narrative_action': 5}"
26,0,26,"[ 81  13   2  13   6   0  10  84 183  97  23  60  36  74  22   2  15   3
   0   0   0   1   0   1   4   8 723   0   0   1   0]",6,0,False,"{'narrative_state': array([ 81,  13,   2,  13,   6,   0,  10,  84, 183,  97,  23,  60,  36,
        74,  22,   2,  15,   3,   0,   0,   0,   1,   0,   1,   4,   8,
       723,   0,   0,   1,   0]), 'narrative_action': 6}"
27,0,27,"[ 82  14   2  13   7   0  11  85 186  98  23  61  37  75  22   2  15   4
   0   0   0   2   0   1   4   8 736   0   1   0   0]",3,0,False,"{'narrative_state': array([ 82,  14,   2,  13,   7,   0,  11,  85, 186,  98,  23,  61,  37,
        75,  22,   2,  15,   4,   0,   0,   0,   2,   0,   1,   4,   8,
       736,   0,   1,   0,   0]), 'narrative_action': 3}"
28,0,28,"[ 87  14   2  15   8   0  13  89 197 109  27  67  41  80  22   2  16   4
   1   0   2   0   0   1   4   8 793   0   0   0   1]",8,0,False,"{'narrative_state': array([ 87,  14,   2,  15,   8,   0,  13,  89, 197, 109,  27,  67,  41,
        80,  22,   2,  16,   4,   1,   0,   2,   0,   0,   1,   4,   8,
       793,   0,   0,   0,   1]), 'narrative_action': 8}"
29,0,29,"[ 87  15   2  15   8   0  13  90 198 109  27  67  41  80  23   2  16   4
   1   0   0   0   2   1   4   8 797   0   0   1   0]",6,0,False,"{'narrative_state': array([ 87,  15,   2,  15,   8,   0,  13,  90, 198, 109,  27,  67,  41,
        80,  23,   2,  16,   4,   1,   0,   0,   0,   2,   1,   4,   8,
       797,   0,   0,   1,   0]), 'narrative_action': 6}"
30,0,30,"[ 87  15   2  15   8   0  13  90 198 109  27  67  41  80  24   2  16   4
   1   0   0   2   0   1   4   8 798   0   0   1   0]",6,0,False,"{'narrative_state': array([ 87,  15,   2,  15,   8,   0,  13,  90, 198, 109,  27,  67,  41,
        80,  24,   2,  16,   4,   1,   0,   0,   2,   0,   1,   4,   8,
       798,   0,   0,   1,   0]), 'narrative_action': 6}"
31,0,31,"[ 89  15   2  15   8   0  14  94 210 112  30  73  47  87  25   2  18   4
   1   0   0   2   0   1   4   8 845   0   0   1   0]",5,0,False,"{'narrative_state': array([ 89,  15,   2,  15,   8,   0,  14,  94, 210, 112,  30,  73,  47,
        87,  25,   2,  18,   4,   1,   0,   0,   2,   0,   1,   4,   8,
       845,   0,   0,   1,   0]), 'narrative_action': 5}"
32,0,32,"[ 90  16   2  15   8   0  15  96 215 113  30  73  47  88  26   2  18   4
   1   0   0   1   0   1   4   8 858   0   0   1   0]",5,0,False,"{'narrative_state': array([ 90,  16,   2,  15,   8,   0,  15,  96, 215, 113,  30,  73,  47,
        88,  26,   2,  18,   4,   1,   0,   0,   1,   0,   1,   4,   8,
       858,   0,   0,   1,   0]), 'narrative_action': 5}"
33,0,33,"[ 91  16   2  15   8   0  15  98 216 113  31  73  47  88  26   2  18   5
   1   0   0   1   0   1   4   8 864   0   1   0   0]",4,0,False,"{'narrative_state': array([ 91,  16,   2,  15,   8,   0,  15,  98, 216, 113,  31,  73,  47,
        88,  26,   2,  18,   5,   1,   0,   0,   1,   0,   1,   4,   8,
       864,   0,   1,   0,   0]), 'narrative_action': 4}"
34,0,34,"[100  18   2  16   8   0  19 104 229 120  34  76  55  93  27   2  20   5
   1   0   3   0   0   1   4   8 928   0   0   1   0]",5,0,False,"{'narrative_state': array([100,  18,   2,  16,   8,   0,  19, 104, 229, 120,  34,  76,  55,
        93,  27,   2,  20,   5,   1,   0,   3,   0,   0,   1,   4,   8,
       928,   0,   0,   1,   0]), 'narrative_action': 5}"
35,0,35,"[106  18   2  16   8   0  20 110 236 123  36  79  57  97  28   2  20   5
   1   0   0   1   0   1   4   8 963   0   0   1   0]",6,0,False,"{'narrative_state': array([106,  18,   2,  16,   8,   0,  20, 110, 236, 123,  36,  79,  57,
        97,  28,   2,  20,   5,   1,   0,   0,   1,   0,   1,   4,   8,
       963,   0,   0,   1,   0]), 'narrative_action': 6}"
36,0,36,"[107  19   2  16   8   0  20 112 242 124  36  82  58  99  29   2  21   5
   1   0   0   2   0   1   4   8 982   0   0   1   0]",6,0,False,"{'narrative_state': array([107,  19,   2,  16,   8,   0,  20, 112, 242, 124,  36,  82,  58,
        99,  29,   2,  21,   5,   1,   0,   0,   2,   0,   1,   4,   8,
       982,   0,   0,   1,   0]), 'narrative_action': 6}"
37,1,0,"[ 4  1  0  2  0  0  0  1 17 13  0  4  0  5  1  0  0  0  0  0  0  0  0  1
  4  7 47  0  0  1  0]",6,0,False,"{'narrative_state': array([ 4,  1,  0,  2,  0,  0,  0,  1, 17, 13,  0,  4,  0,  5,  1,  0,  0,
        0,  0,  0,  0,  0,  0,  1,  4,  7, 47,  0,  0,  1,  0]), 'narrative_action': 6}"
38,1,1,"[ 4  1  0  2  0  0  0  3 17 13  1  4  0  6  2  0  0  0  0  0  0  2  0  1
  4  7 52  0  0  1  0]",5,0,False,"{'narrative_state': array([ 4,  1,  0,  2,  0,  0,  0,  3, 17, 13,  1,  4,  0,  6,  2,  0,  0,
        0,  0,  0,  0,  2,  0,  1,  4,  7, 52,  0,  0,  1,  0]), 'narrative_action': 5}"
39,1,2,"[ 8  1  0  3  0  0  0  4 19 17  1  5  3  7  3  0  0  0  0  0  0  1  0  1
  4  7 70  0  0  1  0]",5,0,False,"{'narrative_state': array([ 8,  1,  0,  3,  0,  0,  0,  4, 19, 17,  1,  5,  3,  7,  3,  0,  0,
        0,  0,  0,  0,  1,  0,  1,  4,  7, 70,  0,  0,  1,  0]), 'narrative_action': 5}"
40,1,3,"[11  1  0  3  0  0  0  7 22 18  1  6  4  9  3  0  0  1  0  0  0  1  0  1
  4  7 85  0  1  0  0]",4,0,False,"{'narrative_state': array([11,  1,  0,  3,  0,  0,  0,  7, 22, 18,  1,  6,  4,  9,  3,  0,  0,
        1,  0,  0,  0,  1,  0,  1,  4,  7, 85,  0,  1,  0,  0]), 'narrative_action': 4}"
41,1,4,"[12  1  0  3  0  0  0  7 22 19  2  6  6 10  4  0  1  1  0  0  3  0  0  1
  4  7 93  0  0  1  0]",6,0,False,"{'narrative_state': array([12,  1,  0,  3,  0,  0,  0,  7, 22, 19,  2,  6,  6, 10,  4,  0,  1,
        1,  0,  0,  3,  0,  0,  1,  4,  7, 93,  0,  0,  1,  0]), 'narrative_action': 6}"
42,1,5,"[ 15   2   0   3   0   0   2   9  34  24   3   7  11  14   5   0   2   1
   0   0   0   2   0   1   4   7 131   0   0   1   0]",6,0,False,"{'narrative_state': array([ 15,   2,   0,   3,   0,   0,   2,   9,  34,  24,   3,   7,  11,
        14,   5,   0,   2,   1,   0,   0,   0,   2,   0,   1,   4,   7,
       131,   0,   0,   1,   0]), 'narrative_action': 6}"
43,1,6,"[ 18   3   0   5   0   0   3  14  42  29   3  10  13  17   6   0   6   1
   0   0   0   2   0   1   4   7 169   0   0   1   0]",5,0,False,"{'narrative_state': array([ 18,   3,   0,   5,   0,   0,   3,  14,  42,  29,   3,  10,  13,
        17,   6,   0,   6,   1,   0,   0,   0,   2,   0,   1,   4,   7,
       169,   0,   0,   1,   0]), 'narrative_action': 5}"
44,1,7,"[ 30   4   2   6   1   0   4  23  64  42   6  16  16  24   6   1  12   1
   0   0   0   1   0   1   4   7 257   1   0   0   0]",1,0,False,"{'narrative_state': array([ 30,   4,   2,   6,   1,   0,   4,  23,  64,  42,   6,  16,  16,
        24,   6,   1,  12,   1,   0,   0,   0,   1,   0,   1,   4,   7,
       257,   1,   0,   0,   0]), 'narrative_action': 1}"
45,1,8,"[ 34   7   2   7   2   0   5  27  74  49   7  23  23  30   7   1  14   1
   0   2   0   0   0   1   4   7 312   0   0   1   0]",5,0,False,"{'narrative_state': array([ 34,   7,   2,   7,   2,   0,   5,  27,  74,  49,   7,  23,  23,
        30,   7,   1,  14,   1,   0,   2,   0,   0,   0,   1,   4,   7,
       312,   0,   0,   1,   0]), 'narrative_action': 5}"
46,1,9,"[ 40   8   2   8   2   0   5  30  84  49   8  27  26  31   7   1  15   2
   0   0   0   1   0   1   4   7 344   0   1   0   0]",3,0,False,"{'narrative_state': array([ 40,   8,   2,   8,   2,   0,   5,  30,  84,  49,   8,  27,  26,
        31,   7,   1,  15,   2,   0,   0,   0,   1,   0,   1,   4,   7,
       344,   0,   1,   0,   0]), 'narrative_action': 3}"
47,1,10,"[ 44  11   2  10   2   0   5  37  95  53  10  32  29  33   7   2  16   2
   0   0   2   0   0   1   4   7 389   1   0   0   0]",1,0,False,"{'narrative_state': array([ 44,  11,   2,  10,   2,   0,   5,  37,  95,  53,  10,  32,  29,
        33,   7,   2,  16,   2,   0,   0,   2,   0,   0,   1,   4,   7,
       389,   1,   0,   0,   0]), 'narrative_action': 1}"
48,1,11,"[ 44  11   2  11   2   0   5  37  95  53  10  32  29  33   8   2  16   2
   0   2   0   0   0   1   4   7 391   0   0   1   0]",6,0,False,"{'narrative_state': array([ 44,  11,   2,  11,   2,   0,   5,  37,  95,  53,  10,  32,  29,
        33,   8,   2,  16,   2,   0,   2,   0,   0,   0,   1,   4,   7,
       391,   0,   0,   1,   0]), 'narrative_action': 6}"
49,1,12,"[ 51  12   2  11   2   0   6  43 119  64  12  34  33  43   9   2  20   2
   0   0   0   2   0   1   4   7 464   0   0   1   0]",6,0,False,"{'narrative_state': array([ 51,  12,   2,  11,   2,   0,   6,  43, 119,  64,  12,  34,  33,
        43,   9,   2,  20,   2,   0,   0,   0,   2,   0,   1,   4,   7,
       464,   0,   0,   1,   0]), 'narrative_action': 6}"
50,1,13,"[ 59  16   2  14   2   0   8  46 132  69  12  36  36  47  10   2  21   2
   0   0   0   2   0   1   4   7 513   0   0   1   0]",6,0,False,"{'narrative_state': array([ 59,  16,   2,  14,   2,   0,   8,  46, 132,  69,  12,  36,  36,
        47,  10,   2,  21,   2,   0,   0,   0,   2,   0,   1,   4,   7,
       513,   0,   0,   1,   0]), 'narrative_action': 6}"
51,1,14,"[ 60  17   2  14   2   0   8  51 136  75  14  37  41  52  10   3  22   2
   0   0   0   2   0   1   4   7 545   1   0   0   0]",0,0,False,"{'narrative_state': array([ 60,  17,   2,  14,   2,   0,   8,  51, 136,  75,  14,  37,  41,
        52,  10,   3,  22,   2,   0,   0,   0,   2,   0,   1,   4,   7,
       545,   1,   0,   0,   0]), 'narrative_action': 0}"
52,1,15,"[ 61  17   2  15   2   0   8  51 136  75  14  37  41  52  11   3  22   2
   0   1   0   0   0   1   4   7 548   0   0   1   0]",5,0,False,"{'narrative_state': array([ 61,  17,   2,  15,   2,   0,   8,  51, 136,  75,  14,  37,  41,
        52,  11,   3,  22,   2,   0,   1,   0,   0,   0,   1,   4,   7,
       548,   0,   0,   1,   0]), 'narrative_action': 5}"
53,1,16,"[ 61  17   2  15   2   0   9  51 136  75  14  37  41  52  12   3  23   2
   0   0   0   1   0   1   4   7 551   0   0   1   0]",5,0,False,"{'narrative_state': array([ 61,  17,   2,  15,   2,   0,   9,  51, 136,  75,  14,  37,  41,
        52,  12,   3,  23,   2,   0,   0,   0,   1,   0,   1,   4,   7,
       551,   0,   0,   1,   0]), 'narrative_action': 5}"
54,1,17,"[ 63  17   2  15   2   0   9  54 141  77  17  37  42  54  13   3  24   2
   0   0   0   1   0   1   4   7 571   0   0   1   0]",5,0,False,"{'narrative_state': array([ 63,  17,   2,  15,   2,   0,   9,  54, 141,  77,  17,  37,  42,
        54,  13,   3,  24,   2,   0,   0,   0,   1,   0,   1,   4,   7,
       571,   0,   0,   1,   0]), 'narrative_action': 5}"
55,1,18,"[ 63  19   2  15   2   0   9  58 142  85  19  37  43  55  14   3  26   2
   0   0   0   1   0   1   4   7 593   0   0   1   0]",5,0,False,"{'narrative_state': array([ 63,  19,   2,  15,   2,   0,   9,  58, 142,  85,  19,  37,  43,
        55,  14,   3,  26,   2,   0,   0,   0,   1,   0,   1,   4,   7,
       593,   0,   0,   1,   0]), 'narrative_action': 5}"
56,1,19,"[ 68  19   2  16   2   0  10  64 159  88  22  45  46  59  15   3  28   2
   0   0   0   1   0   1   4   7 647   0   0   1   0]",6,0,False,"{'narrative_state': array([ 68,  19,   2,  16,   2,   0,  10,  64, 159,  88,  22,  45,  46,
        59,  15,   3,  28,   2,   0,   0,   0,   1,   0,   1,   4,   7,
       647,   0,   0,   1,   0]), 'narrative_action': 6}"
57,1,20,"[ 68  19   2  16   2   0  10  64 159  88  22  45  46  59  16   3  28   2
   0   0   0   2   0   1   4   7 648   0   0   1   0]",5,0,False,"{'narrative_state': array([ 68,  19,   2,  16,   2,   0,  10,  64, 159,  88,  22,  45,  46,
        59,  16,   3,  28,   2,   0,   0,   0,   2,   0,   1,   4,   7,
       648,   0,   0,   1,   0]), 'narrative_action': 5}"
58,1,21,"[ 68  19   2  16   2   0  10  66 162  89  22  45  46  59  17   3  28   2
   0   0   0   1   0   1   4   7 655   0   0   1   0]",5,0,False,"{'narrative_state': array([ 68,  19,   2,  16,   2,   0,  10,  66, 162,  89,  22,  45,  46,
        59,  17,   3,  28,   2,   0,   0,   0,   1,   0,   1,   4,   7,
       655,   0,   0,   1,   0]), 'narrative_action': 5}"
59,1,22,"[ 71  19   2  16   2   0  11  70 166  93  24  46  51  64  18   3  28   2
   0   0   0   1   0   1   4   7 685   0   0   1   0]",6,0,False,"{'narrative_state': array([ 71,  19,   2,  16,   2,   0,  11,  70, 166,  93,  24,  46,  51,
        64,  18,   3,  28,   2,   0,   0,   0,   1,   0,   1,   4,   7,
       685,   0,   0,   1,   0]), 'narrative_action': 6}"
60,1,23,"[ 83  20   2  18   2   0  16  85 190  99  30  58  59  76  19   3  31   2
   0   0   0   2   0   1   4   7 792   0   0   1   0]",5,0,False,"{'narrative_state': array([ 83,  20,   2,  18,   2,   0,  16,  85, 190,  99,  30,  58,  59,
        76,  19,   3,  31,   2,   0,   0,   0,   2,   0,   1,   4,   7,
       792,   0,   0,   1,   0]), 'narrative_action': 5}"
61,1,24,"[ 88  22   4  22   3   0  16  91 202 102  34  64  64  81  20   3  32   2
   0   0   0   1   0   1   4   7 849   0   0   1   0]",5,0,False,"{'narrative_state': array([ 88,  22,   4,  22,   3,   0,  16,  91, 202, 102,  34,  64,  64,
        81,  20,   3,  32,   2,   0,   0,   0,   1,   0,   1,   4,   7,
       849,   0,   0,   1,   0]), 'narrative_action': 5}"
62,1,25,"[ 91  22   4  23   3   0  16  91 211 103  35  65  66  84  21   3  32   2
   0   0   0   1   0   1   4   7 871   0   0   1   0]",5,0,False,"{'narrative_state': array([ 91,  22,   4,  23,   3,   0,  16,  91, 211, 103,  35,  65,  66,
        84,  21,   3,  32,   2,   0,   0,   0,   1,   0,   1,   4,   7,
       871,   0,   0,   1,   0]), 'narrative_action': 5}"
63,1,26,"[ 95  24   5  23   3   0  16  97 231 112  38  71  70  91  21   3  32   3
   0   0   0   1   0   1   4   7 934   0   1   0   0]",4,0,False,"{'narrative_state': array([ 95,  24,   5,  23,   3,   0,  16,  97, 231, 112,  38,  71,  70,
        91,  21,   3,  32,   3,   0,   0,   0,   1,   0,   1,   4,   7,
       934,   0,   1,   0,   0]), 'narrative_action': 4}"
64,1,27,"[ 95  24   5  23   3   0  18  99 238 114  39  72  73  94  22   3  32   3
   0   0   3   0   0   1   4   7 956   0   0   1   0]",6,0,False,"{'narrative_state': array([ 95,  24,   5,  23,   3,   0,  18,  99, 238, 114,  39,  72,  73,
        94,  22,   3,  32,   3,   0,   0,   3,   0,   0,   1,   4,   7,
       956,   0,   0,   1,   0]), 'narrative_action': 6}"
65,2,0,[1 0 0 0 0 0 0 0 3 0 0 2 0 0 1 0 1 0 0 0 0 0 0 2 5 7 7 0 0 1 0],5,0,False,"{'narrative_state': array([1, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0,
       0, 2, 5, 7, 7, 0, 0, 1, 0]), 'narrative_action': 5}"
66,2,1,"[11  4  0  3  0  0  0  9 29  9  5  7  4  7  2  0  2  0  0  0  0  1  0  2
  5  7 91  0  0  1  0]",5,0,False,"{'narrative_state': array([11,  4,  0,  3,  0,  0,  0,  9, 29,  9,  5,  7,  4,  7,  2,  0,  2,
        0,  0,  0,  0,  1,  0,  2,  5,  7, 91,  0,  0,  1,  0]), 'narrative_action': 5}"
67,2,2,"[ 14   5   0   3   0   0   1  12  40  17   8   8   9  13   3   0   2   0
   0   0   0   1   0   2   5   7 134   0   0   1   0]",6,0,False,"{'narrative_state': array([ 14,   5,   0,   3,   0,   0,   1,  12,  40,  17,   8,   8,   9,
        13,   3,   0,   2,   0,   0,   0,   0,   1,   0,   2,   5,   7,
       134,   0,   0,   1,   0]), 'narrative_action': 6}"
68,2,3,"[ 15   5   0   3   0   0   1  12  40  17   8   8   9  13   4   0   2   0
   0   0   0   2   0   2   5   7 136   0   0   1   0]",5,0,False,"{'narrative_state': array([ 15,   5,   0,   3,   0,   0,   1,  12,  40,  17,   8,   8,   9,
        13,   4,   0,   2,   0,   0,   0,   0,   2,   0,   2,   5,   7,
       136,   0,   0,   1,   0]), 'narrative_action': 5}"
